product_id|battery_power|has_bluetooth|clock_speed|supports_dual_sim|front_camera_mp|supports_4G|storage_GB|depth_cm|weight|num_cores|primary_camera_mp|pixel_res_height|pixel_res_width|RAM|screen_height_cm|screen_width_cm|battery_talk_time|supports_3G|has_touch_screen|has_wifi|price_range
66545|1373.0|Yes|1.9|YES|1|Yes|29|0.9|141.0|6|12|1220|1348|2752.0|15|2|7|Yes|YES|YES|very_high_cost
72180|1777.0|Yes|3.0|NO|3|No|20|0.6|188.0|6|5|511|616|3868.0|5|1|7|No|YES|YES|very_high_cost
53525|594.0|No|0.8|NO|2|Yes|28|0.1|132.0|5|3|1011|1263|3087.0|16|4|4|Yes|YES|YES|high_cost
54520|1524.0|No|2.6|YES|5|No|57|0.5|124.0|2|12|629|635|947.0|11|4|16|No|YES|YES|low_cost
52711|511.0|Yes|0.6|YES|12|No|50|0.1|175.0|3|16|140|622|1484.0|9|7|8|Yes|NO|NO|low_cost
71692|1402.0|Yes|0.6|YES|3|No|46|0.3|87.0|7|12|1081|1767|347.0|17|0|12|Yes|NO|YES|low_cost
70925|965.0|Yes|0.5|NO|15|No|53|1.0|131.0|8|19|297|653|3227.0|12|6|8|Yes|NO|NO|high_cost
75764|1270.0|Yes|2.3|NO|0|No|58|0.5|104.0|5|1|1512|1716|3299.0|13|4|16|No|NO|YES|very_high_cost
60373|919.0|No|0.5|YES|11|No|13|0.3|159.0|1|15|275|570|1028.0|8|4|17|Yes|NO|NO|low_cost
50308|1963.0|Yes|1.0|NO|16|Yes|34|0.1|157.0|2|17|1136|1813|714.0|18|2|2|Yes|NO|YES|medium_cost
68876|1977.0|No|1.3|YES|2|No|31|0.4|173.0|8|6|1145|1356|2641.0|8|2|7|No|NO|NO|very_high_cost
59208|1881.0|No|2.2|NO|4|No|51|0.3|158.0|5|7|477|1553|1229.0|12|0|14|Yes|NO|NO|medium_cost
68112|683.0|No|0.7|NO|5|No|19|0.9|173.0|4|17|954|1985|2622.0|16|3|5|No|NO|YES|high_cost
53562|772.0|No|2.6|YES|7|No|6|0.1|100.0|2|10|741|1471|929.0|13|6|18|No|YES|YES|low_cost
56616|536.0|Yes|1.4|NO|0|Yes|53|0.7|135.0|3|0|547|705|1211.0|15|10|7|Yes|NO|YES|low_cost
76822|1694.0|No|1.8|NO|0|No|53|1.0|186.0|6|0|1194|1208|1653.0|7|5|6|Yes|NO|NO|high_cost
63451|1633.0|No|1.7|YES|3|Yes|33|0.9|111.0|2|19|146|906|511.0|9|0|7|Yes|YES|NO|low_cost
73793|1371.0|No|0.5|NO|4|No|52|0.5|167.0|4|19|471|663|3034.0|13|6|8|No|NO|NO|high_cost
66884|551.0|Yes|2.8|NO|0|Yes|54|0.1|172.0|7|15|169|1916|1414.0|6|1|19|Yes|NO|YES|low_cost
58787|1221.0|No|0.5|NO|1|Yes|28|0.5|139.0|1|7|1895|1976|2438.0|13|11|10|Yes|YES|YES|very_high_cost
77027|1000.0|Yes|0.5|NO|12|No|63|0.7|179.0|8|18|1537|1761|3744.0|11|1|7|No|NO|YES|very_high_cost
65490|1986.0|No|2.7|YES|3|Yes|64|0.2|162.0|4|20|236|1520|1377.0|5|3|15|Yes|YES|YES|medium_cost
75433|1119.0|No|0.5|YES|0|Yes|23|0.4|164.0|4|1|821|915|3520.0|7|4|7|Yes|NO|NO|very_high_cost
59717|1699.0|No|0.5|YES|1|No|59|0.5|97.0|4|3|466|1768|3796.0|17|10|12|No|YES|YES|very_high_cost
55157|1099.0|No|0.5|NO|13|Yes|61|0.3|146.0|3|20|393|1096|1699.0|17|10|3|Yes|YES|YES|medium_cost
77777|1576.0|No|2.6|NO|7|No|58|0.2|90.0|3|16|400|631|336.0|14|8|13|Yes|YES|YES|low_cost
54944|950.0|Yes|0.5|NO|9|No|55|0.1|156.0|5|10|774|843|1095.0|14|12|13|No|YES|NO|low_cost
59730|1081.0|Yes|2.5|YES|13|No|49|1.0|99.0|3|17|284|519|325.0|9|1|6|No|NO|YES|low_cost
77774|606.0|No|2.5|NO|1|Yes|53|0.2|146.0|4|2|465|1152|1223.0|19|12|7|Yes|NO|NO|low_cost
66138|502.0|No|1.5|YES|7|No|37|0.2|199.0|2|12|705|1810|1649.0|6|1|14|No|YES|NO|medium_cost
71239|957.0|Yes|0.7|NO|0|Yes|4|0.1|160.0|2|0|38|1682|1898.0|12|4|3|Yes|YES|NO|medium_cost
77092|1658.0|Yes|1.4|YES|0|Yes|38|0.3|159.0|5|0|51|739|2609.0|12|11|19|Yes|NO|NO|high_cost
63610|1681.0|Yes|2.5|YES|6|No|18|0.3|167.0|1|7|850|1005|2265.0|5|3|20|Yes|YES|YES|high_cost
50511|1983.0|Yes|0.5|YES|3|No|43|1.0|87.0|6|10|349|676|2775.0|9|4|3|No|YES|YES|high_cost
69078|1753.0|No|1.2|NO|8|Yes|12|0.9|113.0|7|17|387|1595|1445.0|17|16|12|Yes|YES|YES|medium_cost
73394|1632.0|Yes|1.4|NO|0|No|41|0.1|132.0|4|1|706|1623|2614.0|5|4|15|Yes|NO|NO|high_cost
52219|1949.0|Yes|1.4|NO|7|No|57|0.3|145.0|7|11|951|1178|356.0|5|3|19|No|NO|NO|low_cost
53311|1696.0|No|1.7|NO|1|No|13|0.9|97.0|3|2|179|772|523.0|5|0|4|No|YES|YES|low_cost
71948|688.0|No||YES|0|No|57|0.8||7|3|426|1964|3745.0|17|1|4|No|YES|NO|very_high_cost
54792|1104.0|No|1.7|NO|1|Yes|60|0.4|199.0|2|13|653|1413|1229.0|6|0|3|Yes|YES|YES|low_cost
77408|1122.0|No|2.8|NO|0|No|28|0.6|184.0|3|4|1578|1963|1402.0|14|10|3|No|YES|NO|medium_cost
58991|504.0|Yes|0.5|YES|2|Yes|46|0.9|172.0|5|14|280|1795|2085.0|13|5|8|Yes|NO|NO|medium_cost
53003|1154.0|No|0.5|NO|12|Yes|14|0.7|156.0|7|14|251|1801|587.0|8|3|4|Yes|YES|YES|low_cost
74581|1727.0|No||NO|2|Yes|63|0.6||7|8|1463|1992|2457.0|19|13|7|Yes|NO|YES|very_high_cost
75773|1674.0|No|2.8|YES|0|Yes|52|0.2|89.0|3|7|1432|1649|2030.0|7|0|6|Yes|NO|NO|high_cost
76730|1948.0|No|2.8|YES|5|Yes|18|0.2|135.0|2|14|477|571|816.0|16|2|3|Yes|NO|NO|low_cost
68502|1218.0|Yes|2.8|YES|3|No|39|0.8|150.0|7|14|1122|1746|1667.0|10|0|12|No|NO|NO|medium_cost
55562|531.0|No|1.1|NO|10|No|63|0.7|189.0|7|14|145|1903|2958.0|17|1|19|No|YES|NO|high_cost
68488|1057.0|No|2.1|NO|4|No|5|0.5|154.0|5|13|416|1055|3705.0|6|4|13|Yes|NO|NO|very_high_cost
68364|576.0|No|1.2|NO|1|No|30|0.8|162.0|8|5|847|893|2800.0|11|6|16|No|YES|YES|high_cost
66321|1960.0|Yes|2.1|NO|1|No|7|0.2|165.0|7|9|868|877|3773.0|11|9|6|No|YES|YES|very_high_cost
72924|673.0|Yes|1.7|YES|3|Yes|22|0.1|88.0|1|5|594|1088|2050.0|7|2|17|Yes|YES|NO|medium_cost
78465|718.0|No|0.7|YES|0|Yes|21|0.8|88.0|1|7|518|830|1754.0|17|11|9|Yes|NO|YES|medium_cost
50938|864.0|No|1.7|NO|3|Yes|35|0.3|103.0|3|7|663|1805|1904.0|12|8|13|Yes|YES|YES|medium_cost
57835|547.0|No|1.9|YES|1|No|37|0.4|154.0|5|4|371|541|2705.0|17|3|10|Yes|YES|NO|medium_cost
55841|623.0|Yes|0.9|NO|1|Yes|3|0.1|102.0|8|7|1749|1781|3537.0|16|13|3|Yes|NO|YES|very_high_cost
59003|1793.0|No||YES|11|No|27|0.4||5|13|586|722|1370.0|16|3|19|Yes|||medium_cost
71794|1720.0|Yes|0.7|YES|0|No|19|0.1|137.0|2|3|409|646|1222.0|13|2|7|No|NO|NO|medium_cost
64072|812.0|No|0.5|YES|1|No|64|1.0|106.0|4|7|35|1309|3102.0|6|0|2|No|NO|NO|high_cost
60821|980.0|Yes|0.5|NO|0|Yes|33|0.9|160.0|6|0|1008|1758|2268.0|7|5|4|Yes|YES|NO|high_cost
67672|643.0|No|1.0|NO|9|Yes|18|0.2|187.0|8|12|442|1079|2648.0|7|5|18|Yes|YES|YES|medium_cost
67208|1925.0|No|3.0|YES|0|Yes|16|0.8|175.0|8|11|983|1087|2173.0|7|3|19|Yes|YES|NO|high_cost
78729|1408.0|Yes|2.5|NO|3|No|32|0.1|151.0|4|6|875|982|3162.0|19|18|3|Yes|NO|NO|very_high_cost
75102|1522.0|Yes|0.7|YES|4|No|28|0.2|124.0|1|5|952|1191|1368.0|14|5|17|Yes|NO|YES|medium_cost
59878|587.0|Yes|2.5|NO|16|Yes|51|0.6|111.0|1|17|244|1361|2746.0|10|4|7|Yes|NO|YES|high_cost
55471|1959.0|No|0.5|YES|5|No|18|0.7|191.0|6|20|65|1055|619.0|7|4|8|Yes|YES|YES|low_cost
74187|1872.0|No|0.5|YES|3|No|17|0.7|89.0|6|6|1749|1767|724.0|17|3|9|Yes|NO|YES|medium_cost
58768|1043.0|Yes|0.5|NO|7|No|42|0.1|111.0|3|8|716|1626|912.0|16|9|6|No|YES|NO|low_cost
56971|1809.0|No|0.5|NO|6|No|23|0.7|123.0|6|19|433|1661|2784.0|12|6|20|Yes|YES|YES|very_high_cost
57810|1703.0|Yes|0.5|NO|5|Yes|23|0.2|92.0|6|7|134|521|793.0|7|3|17|Yes|YES|NO|low_cost
69000|1095.0|Yes|0.5|NO|4|No|45|0.5|197.0|1|5|179|1247|560.0|9|1|10|Yes|YES|NO|low_cost
55999|1414.0|No|2.6|NO|1|No|27|0.6|137.0|4|20|804|1564|312.0|5|2|8|No|NO|YES|low_cost
52580|1659.0|Yes|2.5|NO|2|No|41|0.1|88.0|7|18|787|1515|545.0|12|0|9|No|YES|YES|low_cost
63874|1540.0|No|0.7|YES|1|No|60|0.8|197.0|7|12|704|822|1591.0|19|0|2|Yes|NO|YES|medium_cost
50238|1342.0|No|1.0|NO|0|Yes|31|0.6|86.0|7|1|991|1638|2746.0|15|5|10|Yes|YES|NO|very_high_cost
70532|1189.0|Yes|2.3|NO|13|No|8|0.5|198.0|3|14|379|932|893.0|9|6|13|Yes|YES|NO|low_cost
69392|518.0|Yes|2.4|NO|0|Yes|62|0.6|128.0|6|0|489|710|2514.0|16|12|7|Yes|YES|YES|medium_cost
72444|1449.0|No|0.8|YES|3|Yes|10|0.2|144.0|1|12|1518|1883|1032.0|10|0|8|Yes|YES|YES|medium_cost
67629|516.0|No|1.1|YES|0|Yes|39|0.4|91.0|5|7|855|1401|819.0|8|0|10|Yes|YES|YES|low_cost
66882|1569.0|No|0.8|YES|8|No|59|0.9|111.0|3|16|1261|1383|3672.0|15|2|15|Yes|NO|YES|very_high_cost
56597||Yes|||0|No|24|0.9||6|0|115|1791||14|13|17|No|||very_high_cost
65279|1893.0|Yes|0.5|YES|1|No|23|0.1|179.0|8|3|1203|1432|1482.0|15|7|17|No|YES|NO|high_cost
62201||No|||3|No|14|0.2||5|4|545|1300||7|5|14|No|||medium_cost
59606|530.0|Yes|2.6|NO|1|No|40|0.9|118.0|6|2|818|1090|1229.0|16|11|2|No|YES|NO|low_cost
67394|1044.0|Yes|2.8|YES|7|No|33|0.6|129.0|4|13|42|1262|1816.0|17|16|15|Yes|NO|YES|medium_cost
67770||No|||11|No|37|0.7||7|20|1103|1637||10|1|4|Yes|||high_cost
63847|1836.0|No|1.1|YES|0|No|14|0.7|104.0|5|1|168|1068|2469.0|18|6|7|Yes|YES|YES|high_cost
62731|1741.0|Yes|0.5|NO|1|Yes|55|0.1|140.0|5|3|719|755|2575.0|13|10|7|Yes|YES|YES|high_cost
66161|1869.0|No|2.6|NO|0|Yes|30|0.4|152.0|1|13|163|874|1375.0|15|3|19|Yes|NO|NO|medium_cost
64267|1331.0|No|0.5|NO|8|No|55|0.9|146.0|3|15|1162|1531|1732.0|6|2|11|Yes|NO|YES|medium_cost
55147|1655.0|Yes|0.5|YES|6|Yes|4|0.1|105.0|3|12|626|1348|673.0|10|3|12|Yes|NO|NO|low_cost
75209|605.0|No||NO|9|Yes|18|0.9||2|14|329|656|2301.0|15|9|8|Yes|||medium_cost
76696|1245.0|Yes|0.6|NO|2|No|30|0.7|105.0|5|3|330|1434|2676.0|17|8|7|Yes|NO|NO|high_cost
78478|1709.0|Yes|0.8|NO|8|Yes|58|0.8|136.0|2|10|956|1292|1781.0|18|3|17|Yes|NO|NO|high_cost
64621|846.0|Yes|2.6|NO|0|Yes|58|0.1|123.0|4|15|1140|1983|2248.0|16|8|13|Yes|NO|NO|high_cost
59487|1403.0|Yes|2.5|YES|3|No|62|0.9|90.0|4|13|217|1623|921.0|14|13|18|Yes|NO|NO|low_cost
78945|688.0|Yes|1.5|NO|0|No|2|1.0|89.0|3|2|271|869|391.0|5|2|8|Yes|YES|YES|low_cost
77180|775.0|Yes|2.5|YES|1|Yes|10|0.1|185.0|7|14|444|1555|1719.0|19|3|18|Yes|YES|YES|medium_cost
57226|1154.0|No|2.0|NO|6|Yes|35|0.8|159.0|5|16|1003|1827|3262.0|16|15|16|Yes|NO|NO|very_high_cost
50811|1375.0|No|0.5|YES|2|Yes|35|0.1|194.0|2|3|227|772|1947.0|15|13|15|Yes|YES|YES|medium_cost
55503|1827.0|Yes|0.8|NO|4|No|61|0.9|130.0|7|9|253|1764|2693.0|8|3|7|No|YES|YES|very_high_cost
65657|1697.0|No|0.5|NO|0|Yes|60|0.1|90.0|4|0|88|1046|441.0|15|1|11|Yes|YES|NO|low_cost
71553|741.0|No|1.5|NO|1|No|14|0.3|178.0|5|13|334|594|1886.0|19|11|9|Yes|YES|YES|low_cost
61981|1672.0|Yes|0.5|YES|13|Yes|32|0.7|174.0|1|20|1281|1896|1267.0|17|4|20|Yes|YES|NO|medium_cost
52070|514.0|Yes|0.7|NO|4|No|57|0.1|186.0|3|7|168|1320|687.0|6|0|20|Yes|YES|YES|low_cost
69859|1375.0|Yes||YES|2|No|12|0.1||1|13|898|1687|2890.0|17|1|12|No|NO|NO|very_high_cost
57414|989.0|Yes|1.8|YES|4|Yes|55|0.7|124.0|1|12|46|1069|1737.0|8|5|10|Yes|NO|YES|medium_cost
69146|1510.0|Yes|2.5|YES|11|No|47|0.7|138.0|2|13|118|1170|887.0|18|6|5|No|NO|NO|low_cost
76228|1266.0|No|2.6|NO|1|No|18|0.4|86.0|7|2|1187|1595|398.0|16|8|3|Yes|YES|YES|low_cost
60447|1396.0|No||YES|0|No|46|0.1|138.0|7|1|1191|1347|2389.0|7|3|15|No|NO|YES|high_cost
51010|808.0|No|2.3|NO|3|No|45|0.8|161.0|1|9|526|1324|3431.0|15|6|13|No|YES|YES|very_high_cost
60935|1542.0|No|2.3|NO|1|No|43|0.8|182.0|2|11|346|966|3601.0|14|4|16|No|NO|NO|very_high_cost
62161|745.0|Yes|0.6|YES|5|No|35|0.8|102.0|8|10|89|1538|2459.0|14|1|16|Yes|YES|NO|medium_cost
67782|1735.0|Yes|1.9|YES|0|Yes|59|0.7|148.0|6|0|137|846|3230.0|6|1|9|Yes|YES|NO|very_high_cost
66101|586.0|No|0.5|YES|1|No|57|0.3|188.0|2|5|1226|1389|3646.0|15|4|11|Yes|YES|YES|very_high_cost
76995|1341.0|Yes|2.1|YES|0|No|36|0.4|107.0|8|1|473|574|2200.0|18|14|15|No|YES|NO|medium_cost
54220|781.0|Yes|1.3|YES|1|No|64|0.2|88.0|2|7|368|607|3862.0|17|10|9|No|NO|NO|very_high_cost
60258|501.0|Yes|0.5|YES|14|No|22|0.5|174.0|6|20|239|1636|3077.0|17|3|17|No|NO|NO|high_cost
54970|1224.0|Yes|1.8|YES|2|Yes|44|0.2|139.0|2|9|622|709|621.0|11|4|14|Yes|YES|YES|low_cost
57077|1970.0|No|1.6|YES|11|Yes|58|0.3|80.0|8|19|654|882|2372.0|14|12|2|Yes|YES|NO|high_cost
75770|||||0|Yes|63|0.9||2|1|853|1781||14|3|5|Yes|||high_cost
78878|1537.0|No|2.9|NO|11|Yes|46|0.8|158.0|4|17|686|1305|2857.0|17|14|2|Yes|YES|YES|very_high_cost
63973|1018.0|No||NO|8|No|16|0.6|153.0|8|10|992|1433|3143.0|17|12|20|No|YES|NO|very_high_cost
57895|1545.0|No|1.3|YES|15|Yes|35|0.1|173.0|5|20|115|1352|3197.0|14|9|6|Yes|NO|YES|very_high_cost
54156|1871.0|No|2.1|NO|4|Yes|41|0.4|144.0|8|5|275|1966|2727.0|15|8|11|Yes|NO|NO|very_high_cost
64030|1729.0|Yes|2.1|YES|1|No|12|0.9|186.0|1|6|461|1178|1519.0|9|4|5|Yes|NO|YES|medium_cost
71855|680.0|Yes|2.1|YES|9|Yes|9|0.1|131.0|3|11|1428|1500|2438.0|14|2|17|Yes|NO|NO|high_cost
74268|1106.0|Yes|1.9|NO|4|No|54|0.7|107.0|3|9|614|1212|2674.0|9|3|9|Yes|NO|YES|high_cost
59637|635.0|Yes|0.6|YES|1|Yes|50|0.3|97.0|5|13|193|989|2107.0|13|12|12|Yes|NO|NO|medium_cost
70887|618.0|No|0.6|NO|8|No|16|0.2|143.0|1|14|1105|1602|2262.0|16|15|4|No|YES|NO|high_cost
79015|1671.0|No|0.5|YES|13|No|5|0.9|179.0|8|18|398|1263|815.0|16|6|10|Yes|YES|YES|low_cost
75070|1562.0|Yes|1.2|YES|0|Yes|52|0.1|105.0|7|9|480|728|2829.0|13|10|3|Yes|YES|YES|high_cost
75312|1975.0|Yes|1.9|YES|2|No|31|0.9|151.0|1|17|775|1607|3022.0|13|5|19|No|NO|YES|very_high_cost
57123|831.0|Yes|0.7|NO|2|Yes|62|0.7|134.0|8|9|1482|1490|2573.0|16|12|18|Yes|NO|YES|high_cost
63890|1524.0|Yes|1.8|YES|0|No|10|0.6|174.0|4|1|154|550|2678.0|16|5|13|Yes|NO|YES|high_cost
76492|1528.0|Yes|1.8|YES|3|Yes|55|0.8|129.0|5|6|454|1762|1282.0|11|9|11|Yes|YES|YES|medium_cost
50039|1447.0|Yes|2.5|YES|2|No|9|0.2|155.0|8|16|737|1455|568.0|12|11|8|No|NO|NO|low_cost
61612|1344.0|No|1.5|NO|1|No|14|0.5|190.0|1|3|419|556|2074.0|8|1|5|Yes|YES|NO|medium_cost
66594|564.0|No|3.0|YES|1|No|8|0.7|130.0|2|3|853|1737|2227.0|9|2|14|Yes|NO|YES|medium_cost
62590|921.0|No|0.6|YES|1|No|60|0.1|83.0|2|3|1211|1229|1080.0|10|0|6|No|NO|YES|low_cost
79687|1413.0|Yes|1.7|NO|2|No|10|0.2|200.0|6|6|314|1606|2867.0|5|4|15|No|YES|NO|high_cost
62693|831.0|No|2.4|NO|10|No|55|0.5|86.0|6|12|172|1239|1075.0|12|11|3|Yes|YES|NO|low_cost
53641|802.0|No|0.5|YES|3|No|43|0.6|153.0|5|6|527|734|3063.0|17|13|4|No|YES|NO|high_cost
54033|1923.0|No|1.3|NO|3|No|24|1.0|86.0|4|4|874|1264|2479.0|9|2|15|Yes|YES|NO|high_cost
63068|1193.0|Yes|3.0|NO|10|No|56|0.4|196.0|3|17|674|864|2394.0|19|11|14|Yes|YES|NO|high_cost
69557|904.0|Yes|1.2|YES|10|Yes|31|0.8|112.0|3|11|657|1014|2814.0|13|3|19|Yes|NO|NO|high_cost
59838|1285.0|No|2.4|NO|1|Yes|51|1.0|140.0|7|2|475|500|2094.0|8|0|10|Yes|NO|NO|medium_cost
68360|1635.0|No|2.6|YES|0|Yes|2|0.6|182.0|4|0|1209|1411|2315.0|10|1|2|Yes|YES|NO|high_cost
53002|1923.0|No|1.0|YES|5|Yes|14|0.9|154.0|4|6|15|525|2519.0|13|0|16|Yes|NO|YES|high_cost
78518|1851.0|Yes|1.9|YES|3|Yes|12|0.9|198.0|6|11|293|1967|735.0|7|6|14|Yes|NO|YES|low_cost
68034|727.0|Yes|1.5|NO|0|Yes|32|1.0|131.0|7|1|813|1377|1891.0|19|13|7|Yes|NO|YES|medium_cost
75428|1396.0|No|1.5|YES|0|Yes|44|0.1|118.0|6|1|173|1843|1386.0|7|1|8|Yes|YES|YES|medium_cost
51877|877.0|No|1.3|YES|9|Yes|46|0.8|135.0|1|14|457|652|3260.0|14|12|6|Yes|NO|NO|high_cost
55010|696.0|Yes|2.4|NO|11|Yes|35|0.2|103.0|3|13|533|797|2022.0|14|11|4|Yes|NO|YES|medium_cost
57052|1009.0|Yes|1.0|YES|2|No|2|0.6|102.0|8|14|912|1043|1716.0|7|5|15|No|NO|NO|medium_cost
55823|1526.0|No|1.1|YES|2|Yes|38|0.3|116.0|5|6|798|1418|3317.0|7|1|8|Yes|YES|YES|very_high_cost
67712|987.0|No|2.0|YES|1|No|20|0.8|192.0|7|3|412|565|1454.0|11|3|8|Yes|YES|NO|low_cost
55268|1414.0|Yes|2.2|YES|0|Yes|49|0.5|101.0|4|1|130|887|2290.0|13|0|12|Yes|YES|NO|medium_cost
73290|1732.0|No|0.8|NO|2|No|61|0.3|172.0|5|3|201|656|3940.0|17|11|20|No|YES|YES|very_high_cost
58270|1587.0|Yes|0.5|NO|0|No|50|0.9|148.0|8|15|299|874|461.0|17|4|4|Yes|NO|YES|low_cost
72441|1097.0|No|0.8|NO|10|Yes|21|0.1|160.0|7|15|1277|1352|2219.0|15|6|12|Yes|NO|YES|high_cost
58880|504.0|No|2.8|YES|0|No|40|0.5|178.0|3|0|626|1195|470.0|6|0|16|Yes|NO|NO|low_cost
72827|1159.0|No|2.7|NO|13|Yes|28|0.2|80.0|8|18|378|751|2495.0|10|0|9|Yes|YES|YES|high_cost
70904|1910.0|No|1.4|NO|0|No|29|0.6|146.0|7|2|333|639|2944.0|8|7|2|Yes|YES|YES|high_cost
55224|865.0|No|1.2|YES|8|No|59|0.1|159.0|3|9|805|1804|2361.0|16|11|19|Yes|NO|YES|high_cost
56393|1930.0|Yes|2.0|NO|11|No|16|0.8|186.0|8|12|1901|1920|1783.0|17|3|13|No|NO|YES|high_cost
62062|860.0|Yes||YES|8|Yes|40|0.7|170.0|3|13|1573|1581|2832.0|13|7|20|Yes|YES|YES|high_cost
54563|1268.0|Yes|2.9|NO|9|Yes|42|0.9|182.0|6|17|360|912|931.0|11|5|20|Yes|YES|NO|low_cost
54973|999.0|Yes|1.8|YES|0|Yes|27|0.1|167.0|4|1|20|745|1344.0|17|10|5|Yes|NO|NO|low_cost
64696|622.0|No|0.7|NO|0|Yes|9|0.3|127.0|2|0|98|511|3916.0|13|1|5|Yes|NO|YES|high_cost
76951|1250.0|Yes|1.4|NO|8|No|44|0.2|182.0|7|20|703|1011|1882.0|14|1|14|No|NO|NO|medium_cost
52477|763.0|Yes|0.5|NO|9|Yes|51|0.3|104.0|5|12|273|1278|2865.0|11|6|9|Yes|YES|YES|high_cost
54017|1100.0|Yes|1.6|NO|12|No|15|0.1|112.0|8|14|919|1344|757.0|12|2|16|Yes|YES|YES|low_cost
75866|815.0|No|2.0|YES|4|No|51|0.3|85.0|6|12|982|1291|3469.0|5|4|6|Yes|NO|YES|very_high_cost
52142|618.0|Yes|0.5|YES|2|Yes|57|0.2|88.0|3|7|879|896|2399.0|18|15|17|Yes|YES|YES|medium_cost
60121|553.0|Yes|2.2|YES|0|Yes|18|0.7|136.0|2|1|1287|1892|3300.0|12|10|20|Yes|NO|NO|very_high_cost
61189|673.0|Yes|2.2|YES|2|No|3|0.4|84.0|2|9|1109|1247|2719.0|19|2|9|Yes|YES|YES|high_cost
67398|563.0|No|2.0|YES|3|No|47|0.3|115.0|7|12|211|684|3012.0|14|4|15|Yes|NO|NO|high_cost
76940|1590.0|No|1.5|YES|12|Yes|14|0.5|187.0|4|15|1058|1109|2836.0|6|5|4|Yes|NO|NO|very_high_cost
71935|1031.0|Yes|2.1|YES|2|Yes|11|0.1|121.0|2|9|532|1247|2385.0|11|7|16|Yes|NO|NO|high_cost
74064|909.0|Yes||YES|9|No|30|0.4|97.0|3|10|290|773|594.0|12|0|4|Yes|YES|YES|low_cost
57448||No|||0|Yes|7|0.6||4|1|890|1019||9|0|3|Yes|||very_high_cost
52901|1479.0|Yes|1.8|YES|0|Yes|24|0.1|146.0|6|0|327|645|3762.0|12|10|5|Yes|NO|NO|very_high_cost
53503|1271.0|No|1.5|YES|0|No|2|0.9|161.0|1|1|1260|1788|892.0|15|13|20|No|YES|NO|medium_cost
79652|709.0|No|||11|Yes|13|0.1||8|15|570|1422|467.0|17|11|5|Yes|||low_cost
74880|1744.0|No|2.8|NO|0|Yes|62|0.7|158.0|1|0|621|1558|345.0|10|6|14|Yes|NO|NO|low_cost
72747|1314.0|Yes|2.2|NO|0|Yes|40|0.8|116.0|7|1|328|1858|3033.0|9|8|17|Yes|YES|YES|very_high_cost
70606|1136.0|No|0.5|NO|0|Yes|9|0.9|150.0|6|2|1307|1767|2110.0|9|5|16|Yes|NO|YES|high_cost
51818|1039.0|Yes|2.7|NO|11|No|56|0.3|125.0|8|13|497|618|3105.0|14|8|5|No|YES|YES|high_cost
50334|1300.0|Yes|0.5|NO|5|No|62|0.1|156.0|6|7|219|1037|874.0|15|3|10|Yes|YES|NO|low_cost
77333|732.0|Yes|2.3|YES|7|Yes|39|0.6|188.0|7|11|1163|1554|3681.0|19|3|15|Yes|YES|YES|very_high_cost
62358|511.0|No|0.7|YES|1|Yes|52|0.7|180.0|2|10|24|759|3865.0|8|3|7|Yes|NO|YES|high_cost
56873|1092.0|Yes|0.5|YES|10|No|11|0.5|167.0|3|14|468|571|737.0|14|4|11|No|YES|NO|low_cost
63520|921.0|Yes|2.2|YES|12|Yes|10|0.1|170.0|7|18|1272|1469|3153.0|8|2|11|Yes|YES|NO|very_high_cost
52933|1030.0|Yes|0.5|NO|4|Yes|37|0.7|147.0|1|8|503|551|2800.0|8|6|12|Yes|NO|YES|high_cost
71428|1130.0|No||YES|0|No|27|0.9|101.0|1|8|1495|1579|315.0|14|5|11|Yes|YES|NO|low_cost
52416|1299.0|No|2.8|YES|2|No|60|0.8|187.0|8|6|1333|1838|1412.0|13|1|20|No|YES|YES|medium_cost
76445|1009.0|Yes|2.8|YES|7|Yes|2|0.6|115.0|7|15|267|1841|2286.0|19|8|13|Yes|NO|NO|high_cost
54402|1735.0|No|1.8|YES|16|No|34|0.1|140.0|2|17|149|876|2392.0|17|15|19|Yes|NO|YES|high_cost
73063|1129.0|Yes|2.8|YES|0|No|49|0.5|185.0|2|2|1070|1079|1857.0|8|4|5|Yes|YES|YES|medium_cost
63717|708.0|No|1.9|NO|0|No|26|0.3|116.0|7|1|206|620|1419.0|10|6|16|Yes|YES|YES|low_cost
62971|894.0|No|0.7|NO|2|Yes|58|0.1|123.0|2|3|158|747|3305.0|12|7|2|Yes|NO|NO|high_cost
65955|530.0|No|2.4|NO|1|No|32|0.3|88.0|6|20|48|1012|959.0|17|7|6|No|YES|NO|low_cost
50464|1481.0|Yes|2.0|YES|0|No|35|0.5|105.0|3|0|249|522|2635.0|17|16|4|Yes|NO|YES|high_cost
64624|1068.0|No|2.7|YES|0|Yes|45|0.6|194.0|5|1|935|1499|1754.0|17|7|9|Yes|NO|YES|medium_cost
67373|1487.0|No|0.5|NO|6|Yes|57|0.7|84.0|3|12|140|768|2563.0|18|4|14|Yes|NO|NO|high_cost
72729|1524.0|No|2.5|YES|11|Yes|41|1.0|96.0|4|20|184|740|1936.0|7|0|9|Yes|YES|YES|medium_cost
60681|1093.0|No|1.9|YES|2|Yes|22|0.3|196.0|8|14|238|807|1869.0|8|5|4|Yes|YES|YES|medium_cost
70621|1816.0|Yes|1.6|YES|0|No|50|0.1|186.0|5|2|800|1089|3637.0|11|7|16|No|NO|YES|very_high_cost
