CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
789533133,Existing Customer,45,M,3,0.0,Married,1.0,0.0,37,5,1,2,4995.0,1766,3229.0,0.76,4389,82,0.864,0.354
799707858,Existing Customer,50,F,1,0.0,Married,0.0,0.0,42,6,1,2,7115.0,2000,5115.0,0.769,3584,57,0.966,0.281
714303483,Existing Customer,40,M,2,1.0,Married,1.0,2.0,31,1,2,1,3735.0,1474,2261.0,0.798,15039,130,0.757,0.395
715383108,Existing Customer,52,M,2,1.0,Single,3.0,0.0,44,5,1,1,34516.0,2174,32342.0,0.426,1616,50,0.515,0.063
767388783,Existing Customer,43,M,3,0.0,Married,1.0,0.0,36,3,3,1,9560.0,0,9560.0,0.802,4601,66,0.571,0.0
771051783,Existing Customer,53,M,3,0.0,Married,3.0,0.0,40,6,2,5,4182.0,741,3441.0,0.885,1297,24,1.182,0.177
712173108,Existing Customer,48,F,1,0.0,Single,1.0,0.0,36,3,1,3,2447.0,1991,456.0,0.719,4228,82,0.708,0.814
714614133,Attrited Customer,53,F,3,0.0,Married,0.0,0.0,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0
719413383,Existing Customer,32,M,1,0.0,Single,1.0,1.0,36,2,3,1,33711.0,1437,32274.0,0.942,14880,134,0.654,0.043
715545933,Existing Customer,43,M,5,1.0,Married,3.0,0.0,36,6,2,4,22355.0,2179,20176.0,0.726,14268,99,0.8,0.097
713447583,Existing Customer,48,F,3,0.0,Single,1.0,0.0,36,5,3,2,3871.0,2055,1816.0,0.824,5480,58,0.933,0.531
720914358,Existing Customer,46,F,3,1.0,Married,0.0,0.0,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302
721308033,Attrited Customer,45,F,2,2.0,Single,0.0,0.0,37,3,3,1,3036.0,2517,519.0,0.882,2609,42,0.615,0.829
794962983,Existing Customer,47,F,3,1.0,Divorced,0.0,0.0,41,1,1,3,9947.0,2496,7451.0,0.802,14576,110,0.774,0.251
720430083,Existing Customer,65,M,0,0.0,Divorced,0.0,0.0,36,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478
712768983,Attrited Customer,51,M,4,1.0,Single,2.0,1.0,42,6,4,2,34516.0,230,34286.0,1.004,8629,65,0.548,0.007
768420558,Existing Customer,59,F,0,1.0,Single,0.0,0.0,53,6,3,4,4830.0,1469,3361.0,0.634,3365,63,0.75,0.304
713444058,Existing Customer,45,M,1,0.0,Divorced,1.0,1.0,31,3,1,1,17437.0,2225,15212.0,0.814,3381,51,0.594,0.128
720446508,Existing Customer,50,F,2,0.0,Single,0.0,0.0,36,5,3,2,1721.0,1037,684.0,0.721,2681,57,0.727,0.603
719445633,Existing Customer,60,F,0,0.0,Married,0.0,0.0,36,4,2,3,1601.0,0,1601.0,0.829,4919,69,1.091,0.0
719269308,Existing Customer,49,F,2,1.0,Single,0.0,0.0,36,3,1,3,3252.0,2517,735.0,0.878,7418,90,0.579,0.774
720905133,Attrited Customer,43,M,3,1.0,Single,2.0,0.0,29,1,2,6,11422.0,1095,10327.0,0.773,2439,45,0.8,0.096
787617483,Existing Customer,58,F,0,0.0,Single,0.0,0.0,48,6,2,4,2628.0,1542,1086.0,0.93,4335,76,0.727,0.587
715321983,Existing Customer,33,F,2,2.0,Married,1.0,0.0,36,4,2,1,2748.0,1867,881.0,0.816,4314,75,1.027,0.679
710175783,Existing Customer,45,F,3,0.0,Single,0.0,0.0,25,4,2,1,1986.0,1042,944.0,0.593,4303,59,0.788,0.525
748617858,Existing Customer,35,M,5,0.0,Single,1.0,0.0,28,4,2,3,4587.0,1704,2883.0,0.903,2968,65,0.806,0.371
824805858,Existing Customer,39,F,2,0.0,Single,0.0,0.0,35,5,3,3,9235.0,1479,7756.0,0.843,1537,49,0.581,0.16
793616883,Existing Customer,39,F,5,1.0,Single,0.0,0.0,33,5,2,2,1438.3,668,770.3,0.931,5205,78,0.773,0.464
794516508,Existing Customer,43,F,3,0.0,Married,0.0,0.0,24,2,2,1,1484.0,0,1484.0,0.532,4838,81,0.929,0.0
809464608,Attrited Customer,47,F,3,0.0,Married,0.0,1.0,31,3,3,2,34516.0,2517,31999.0,0.618,2691,42,0.5,0.073
813895458,Existing Customer,49,F,0,0.0,Single,0.0,0.0,43,6,3,3,2874.0,0,2874.0,0.676,4617,89,0.78,0.0
816263808,Existing Customer,47,M,1,1.0,Single,2.0,0.0,31,4,1,2,18026.0,755,17271.0,0.931,2760,56,1.0,0.042
755399433,Existing Customer,43,M,3,0.0,Married,2.0,0.0,36,6,1,2,28634.0,926,27708.0,0.622,4549,68,0.659,0.032
779557533,Existing Customer,54,M,1,2.0,Single,2.0,0.0,40,6,3,3,10260.0,942,9318.0,1.042,1566,50,0.562,0.092
779360808,Existing Customer,49,F,3,1.0,Married,0.0,0.0,35,3,3,3,2919.0,2032,887.0,0.654,4937,75,0.667,0.696
715423233,Existing Customer,46,M,5,0.0,Married,1.0,0.0,35,3,3,3,1790.0,796,994.0,0.722,3539,57,0.966,0.445
779506158,Existing Customer,39,F,1,1.0,Married,0.0,0.0,22,3,1,2,3214.0,2257,957.0,1.279,2516,42,0.75,0.702
710808108,Existing Customer,34,F,3,1.0,Divorced,0.0,0.0,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589
720210483,Existing Customer,43,F,3,0.0,Divorced,0.0,0.0,28,6,2,3,6720.0,2143,4577.0,0.814,5049,85,0.735,0.319
711697158,Existing Customer,60,M,0,1.0,Married,0.0,0.0,36,6,2,2,1976.0,1311,665.0,0.995,1498,43,0.536,0.663
827051808,Attrited Customer,44,F,0,1.0,Married,0.0,0.0,40,5,4,2,7499.0,1083,6416.0,0.716,2478,45,0.667,0.144
714637908,Existing Customer,47,F,4,0.0,Single,0.0,0.0,36,2,2,1,7940.0,1669,6271.0,0.696,15445,118,0.934,0.21
809582058,Existing Customer,48,M,2,0.0,Divorced,1.0,0.0,43,5,2,2,1761.0,1249,512.0,0.936,4410,73,0.622,0.709
819997983,Existing Customer,53,M,5,0.0,Married,2.0,0.0,48,6,1,0,9517.0,1869,7648.0,0.821,1453,26,0.857,0.196
779425608,Existing Customer,50,F,1,0.0,Single,0.0,0.0,32,6,1,4,5916.0,983,4933.0,0.761,3752,75,0.974,0.166
718951683,Existing Customer,48,F,2,1.0,Married,0.0,0.0,35,2,3,1,2216.0,1262,954.0,0.497,4763,83,0.66,0.569
713741358,Attrited Customer,46,M,5,1.0,Single,2.0,0.0,33,6,3,3,32975.0,2517,30458.0,0.658,597,17,0.7,0.076
715360458,Existing Customer,45,F,3,1.0,Divorced,0.0,0.0,36,2,3,2,12406.0,1980,10426.0,0.791,8113,90,0.5,0.16
716351208,Existing Customer,48,F,3,0.0,Married,0.0,0.0,38,1,3,2,4095.0,2517,1578.0,0.57,4175,77,1.026,0.615
711724083,Attrited Customer,27,F,0,0.0,Single,0.0,0.0,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898
714062958,Existing Customer,36,M,4,0.0,Single,1.0,0.0,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101
715797783,Existing Customer,55,F,1,0.0,Divorced,1.0,0.0,47,3,2,3,2697.0,1863,834.0,0.735,4615,81,0.688,0.691
712207683,Existing Customer,38,M,0,0.0,Divorced,0.0,0.0,36,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133
716657058,Existing Customer,43,F,4,2.0,Married,0.0,0.0,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111
820383558,Existing Customer,45,M,4,0.0,Married,2.0,0.0,40,6,2,3,6366.0,1344,5022.0,0.492,3258,58,0.758,0.211
756383283,Existing Customer,38,F,3,1.0,Married,0.0,0.0,31,3,1,3,5523.0,2517,3006.0,0.72,4170,80,0.739,0.456
709950858,Existing Customer,45,M,5,1.0,Single,2.0,0.0,35,4,2,1,33755.0,2301,31454.0,0.751,3458,71,0.651,0.068
720418383,Existing Customer,45,F,3,0.0,Single,0.0,0.0,27,4,1,2,1877.0,0,1877.0,0.752,4854,80,0.818,0.0
708720558,Existing Customer,44,M,3,1.0,Married,1.0,0.0,30,5,2,0,4489.0,0,4489.0,0.693,3773,64,0.455,0.0
709051533,Existing Customer,46,F,1,1.0,Married,1.0,0.0,26,6,3,0,2933.0,1569,1364.0,0.648,4956,92,0.673,0.535
713008308,Existing Customer,59,F,0,0.0,Married,0.0,0.0,47,5,3,2,7692.0,1678,6014.0,1.423,1861,42,0.5,0.218
714086133,Existing Customer,47,F,4,0.0,Single,0.0,0.0,36,4,2,3,2577.0,1450,1127.0,0.747,4576,83,0.766,0.563
716118633,Existing Customer,43,M,2,2.0,Divorced,1.0,0.0,36,6,1,1,5427.0,2177,3250.0,0.824,4328,73,0.622,0.401
714133158,Existing Customer,59,F,1,1.0,Single,0.0,0.0,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309
771725808,Existing Customer,43,M,3,0.0,Single,2.0,0.0,31,5,1,4,28700.0,769,27931.0,0.901,3395,71,0.578,0.027
780686358,Existing Customer,41,M,3,0.0,Married,1.0,0.0,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58
716302383,Existing Customer,47,F,4,0.0,Married,1.0,0.0,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146
713747733,Existing Customer,55,M,2,0.0,Married,1.0,0.0,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716
785237958,Attrited Customer,45,M,5,1.0,Married,1.0,0.0,39,2,3,3,3439.0,0,3439.0,0.825,2661,35,0.296,0.0
780942633,Existing Customer,49,M,4,0.0,Married,0.0,0.0,32,2,1,3,3519.0,1336,2183.0,0.506,3552,68,0.619,0.38
709668408,Existing Customer,56,F,1,1.0,Divorced,1.0,0.0,36,5,4,1,5204.0,0,5204.0,1.008,5285,82,0.864,0.0
789022233,Existing Customer,50,F,2,0.0,Single,0.0,0.0,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524
713652783,Existing Customer,30,F,0,0.0,Single,0.0,0.0,36,1,1,1,2367.0,1220,1147.0,1.04,5568,90,0.957,0.515
781391058,Existing Customer,55,M,1,0.0,Single,1.0,0.0,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953
714638883,Existing Customer,31,M,0,1.0,Single,1.0,0.0,36,2,3,3,4661.0,1835,2826.0,0.999,14257,110,0.964,0.394
749571633,Existing Customer,44,F,2,1.0,Single,0.0,0.0,37,4,3,3,5589.0,1336,4253.0,0.944,4262,75,1.027,0.239
718433508,Existing Customer,40,F,3,0.0,Single,0.0,0.0,30,2,5,2,2481.0,2119,362.0,0.801,8097,88,0.63,0.854
710489583,Existing Customer,41,F,3,1.0,Divorced,0.0,0.0,36,1,1,1,4941.0,1040,3901.0,0.765,7631,91,0.596,0.21
718343058,Existing Customer,52,F,2,0.0,Divorced,0.0,0.0,40,1,2,3,5240.0,2517,2723.0,0.78,14161,105,0.875,0.48
720827133,Attrited Customer,43,F,3,2.0,Single,0.0,0.0,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074
715992558,Existing Customer,52,M,2,2.0,Married,2.0,0.0,38,4,2,2,12878.0,1628,11250.0,0.542,1968,59,0.735,0.126
778880358,Existing Customer,49,F,4,1.0,Divorced,1.0,0.0,30,1,3,3,2485.0,1648,837.0,0.595,4208,71,0.919,0.663
708163758,Existing Customer,41,M,3,0.0,Married,3.0,0.0,33,2,4,3,34516.0,638,33878.0,0.724,13085,139,0.675,0.018
715312158,Existing Customer,41,F,2,1.0,Single,0.0,0.0,29,4,2,3,2670.0,2079,591.0,0.649,3895,59,0.788,0.779
774760458,Attrited Customer,62,F,1,0.0,Single,1.0,0.0,56,3,5,1,3807.0,2517,1290.0,0.506,1739,36,0.5,0.661
713301633,Existing Customer,57,F,3,2.0,Single,0.0,0.0,36,5,1,1,1678.0,1162,516.0,0.722,4402,87,0.851,0.692
794692158,Existing Customer,43,F,3,0.0,Divorced,1.0,1.0,25,1,2,1,17328.0,0,17328.0,0.82,15367,105,0.641,0.0
709064208,Attrited Customer,43,F,2,0.0,Single,0.0,0.0,32,4,3,6,1628.0,275,1353.0,0.69,2219,49,0.531,0.169
720248208,Existing Customer,47,M,3,2.0,Divorced,1.0,0.0,37,6,3,0,5731.0,1577,4154.0,0.657,1554,26,0.444,0.275
716511483,Existing Customer,46,M,2,1.0,Married,0.0,0.0,39,3,3,3,4752.0,1400,3352.0,0.646,3404,54,1.16,0.295
787488108,Existing Customer,48,F,1,0.0,Married,0.0,0.0,36,6,4,4,14228.0,1953,12275.0,0.651,1970,51,0.645,0.137
719106783,Existing Customer,52,M,1,0.0,Single,2.0,0.0,41,4,1,4,4103.0,1972,2131.0,0.665,16344,118,0.788,0.481
708670608,Existing Customer,48,F,5,0.0,Married,0.0,0.0,36,4,2,3,5495.0,2200,3295.0,0.696,5125,85,0.771,0.4
716071233,Existing Customer,42,M,0,0.0,Divorced,2.0,1.0,35,5,2,3,34516.0,1934,32582.0,0.626,4613,73,0.553,0.056
789089958,Existing Customer,57,M,2,0.0,Single,1.0,1.0,45,5,2,3,33211.0,0,33211.0,0.732,3662,81,0.761,0.0
718595583,Existing Customer,55,M,3,1.0,Married,2.0,0.0,36,3,2,3,25878.0,1733,24145.0,0.438,1777,54,0.862,0.067
720180633,Existing Customer,50,M,2,1.0,Married,3.0,0.0,36,3,2,3,3390.0,2385,1005.0,0.656,4128,73,0.698,0.704
719849958,Existing Customer,44,F,4,1.0,Single,0.0,0.0,36,4,3,3,2658.0,1884,774.0,0.627,4779,83,0.93,0.709
757481283,Existing Customer,35,M,3,1.0,Married,1.0,0.0,28,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312
780897858,Existing Customer,38,F,2,0.0,Single,0.0,0.0,20,4,3,3,2420.0,676,1744.0,0.782,3770,76,0.81,0.279
710612583,Existing Customer,52,M,4,0.0,Divorced,1.0,0.0,36,6,3,2,2597.0,1740,857.0,0.71,5037,80,0.778,0.67
711861258,Existing Customer,65,F,1,0.0,Single,0.0,0.0,36,3,2,3,4182.0,0,4182.0,0.691,4046,57,0.629,0.0
820355433,Existing Customer,43,M,3,0.0,Single,1.0,0.0,38,6,1,1,2615.0,0,2615.0,0.589,1395,34,0.259,0.0
712299858,Existing Customer,62,M,1,0.0,Married,0.0,0.0,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756
721227258,Existing Customer,51,M,1,2.0,Married,3.0,1.0,31,2,5,2,34516.0,1991,32525.0,0.718,7520,79,0.681,0.058
789076083,Existing Customer,50,F,3,0.0,Single,0.0,0.0,38,6,3,2,2775.0,1475,1300.0,0.854,4608,84,0.647,0.532
787532808,Existing Customer,41,M,4,2.0,Married,1.0,1.0,30,6,3,3,16386.0,2236,14150.0,1.004,3293,66,0.833,0.136
789477483,Existing Customer,40,F,5,0.0,Single,0.0,0.0,31,6,3,1,4433.0,1488,2945.0,0.669,3847,76,0.9,0.336
712784058,Attrited Customer,45,F,2,0.0,Divorced,0.0,0.0,36,6,4,3,17156.0,2517,14639.0,0.717,1142,33,0.32,0.147
708869283,Existing Customer,50,M,4,0.0,Married,2.0,0.0,41,6,3,3,23209.0,1308,21901.0,0.498,3530,71,0.578,0.056
714816258,Existing Customer,37,M,2,1.0,Single,1.0,0.0,36,4,2,2,7638.0,947,6691.0,0.682,2336,58,0.611,0.124
716894658,Existing Customer,49,F,1,1.0,Divorced,0.0,0.0,44,5,2,2,8687.0,1763,6924.0,0.796,16824,123,0.708,0.203
757761033,Existing Customer,35,F,3,1.0,Single,1.0,0.0,28,5,6,2,3250.0,1560,1690.0,0.634,4673,73,0.698,0.48
816594183,Existing Customer,58,F,2,0.0,Married,1.0,0.0,53,6,2,3,2019.0,1380,639.0,1.158,2005,62,0.59,0.684
718876683,Existing Customer,43,F,4,1.0,Single,0.0,0.0,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202
708500883,Existing Customer,48,M,2,0.0,Single,1.0,1.0,40,2,3,2,17812.0,0,17812.0,0.75,8379,106,0.606,0.0
787747308,Attrited Customer,49,F,4,0.0,Divorced,0.0,0.0,39,6,3,2,3468.0,2517,951.0,0.746,2494,39,0.345,0.726
815812683,Existing Customer,47,M,3,0.0,Single,3.0,0.0,42,5,3,2,8856.0,1433,7423.0,0.811,5072,77,0.711,0.162
720995583,Existing Customer,48,M,2,1.0,Divorced,1.0,1.0,33,3,2,2,25217.0,1754,23463.0,0.712,15054,110,0.833,0.07
751143858,Existing Customer,59,F,1,0.0,Single,0.0,0.0,52,2,1,1,7427.0,2421,5006.0,0.701,4636,91,0.82,0.326
780168333,Existing Customer,39,M,4,1.0,Married,3.0,0.0,28,3,2,3,26548.0,1829,24719.0,0.685,3450,83,1.024,0.069
789312033,Attrited Customer,48,F,4,2.0,Single,0.0,0.0,38,3,3,3,3874.0,460,3414.0,1.023,4921,51,0.645,0.119
716987358,Attrited Customer,29,M,0,2.0,Divorced,1.0,0.0,15,2,1,3,8022.0,0,8022.0,0.381,5660,59,0.735,0.0
781306758,Attrited Customer,58,M,2,0.0,Single,2.0,0.0,52,1,2,4,3091.0,2517,574.0,0.602,1844,49,0.633,0.814
718949433,Existing Customer,42,F,3,1.0,Single,0.0,1.0,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.756,0.027
719904333,Existing Customer,29,M,0,1.0,Married,1.0,0.0,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404
716578158,Existing Customer,39,F,1,0.0,Married,0.0,0.0,29,6,2,5,2722.0,1592,1130.0,1.319,3205,49,0.633,0.585
718924983,Existing Customer,59,M,0,0.0,Single,1.0,0.0,48,5,1,3,4906.0,1302,3604.0,0.862,4833,80,0.905,0.265
718037433,Existing Customer,58,M,1,1.0,Married,2.0,0.0,49,6,4,2,1654.0,1253,401.0,0.508,1887,60,0.538,0.758
799471833,Existing Customer,45,M,1,0.0,Single,3.0,0.0,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.482
720527058,Existing Customer,39,F,1,1.0,Single,0.0,0.0,24,4,3,3,2310.0,1306,1004.0,0.525,4343,74,0.682,0.565
717177783,Existing Customer,36,F,0,0.0,Married,0.0,1.0,19,1,2,3,13313.0,0,13313.0,1.08,15549,121,0.833,0.0
720964683,Existing Customer,60,M,0,0.0,Single,1.0,0.0,36,5,3,2,5420.0,0,5420.0,0.81,3477,60,0.622,0.0
778863258,Attrited Customer,46,F,4,0.0,Married,0.0,0.0,27,1,2,3,6030.0,0,6030.0,1.031,4983,62,0.442,0.0
718478883,Existing Customer,55,F,2,1.0,Single,0.0,0.0,36,4,1,3,3123.0,0,3123.0,0.513,4424,81,0.723,0.0
771469758,Existing Customer,55,M,3,1.0,Single,3.0,0.0,43,5,1,3,34516.0,0,34516.0,0.813,4131,66,0.61,0.0
778394358,Existing Customer,46,F,2,0.0,Divorced,0.0,0.0,26,4,3,1,1870.0,1785,85.0,0.696,4347,88,0.76,0.955
779155158,Existing Customer,53,M,3,1.0,Married,3.0,0.0,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43
788194458,Existing Customer,34,M,3,0.0,Married,1.0,0.0,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771
823837158,Existing Customer,44,M,3,1.0,Single,1.0,0.0,40,1,3,1,9199.0,1230,7969.0,0.591,15367,123,0.685,0.134
710108133,Existing Customer,54,F,2,1.0,Married,1.0,0.0,36,5,3,0,1854.0,1528,326.0,0.444,1307,39,0.393,0.824
719504433,Existing Customer,63,M,0,0.0,Single,1.0,1.0,54,4,3,3,18064.0,1695,16369.0,0.838,3434,71,0.479,0.094
714418158,Existing Customer,63,F,0,0.0,Single,0.0,0.0,56,2,2,2,7264.0,851,6413.0,0.814,3527,69,0.816,0.117
720729108,Existing Customer,32,F,0,0.0,Single,0.0,0.0,17,1,2,1,4445.0,1080,3365.0,0.84,5373,87,0.776,0.243
713380308,Existing Customer,42,F,4,0.0,Single,0.0,0.0,36,6,2,1,1734.0,0,1734.0,0.593,4092,76,1.054,0.0
718567758,Existing Customer,41,M,1,1.0,Married,1.0,0.0,32,3,4,2,10682.0,1334,9348.0,0.702,7332,92,0.614,0.125
779422458,Existing Customer,31,F,1,0.0,Divorced,0.0,0.0,13,2,2,3,3533.0,1206,2327.0,0.859,16339,120,0.579,0.341
712685733,Existing Customer,57,F,3,0.0,Single,0.0,1.0,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049
710866758,Existing Customer,42,F,4,0.0,Married,0.0,0.0,31,5,1,2,1640.0,888,752.0,0.715,4074,73,0.872,0.541
719519058,Attrited Customer,55,F,4,0.0,Married,0.0,0.0,36,4,2,3,1477.0,0,1477.0,0.719,2419,49,0.531,0.0
719320833,Existing Customer,39,M,2,2.0,Married,1.0,0.0,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376
708252108,Existing Customer,64,M,0,1.0,Single,1.0,0.0,53,6,3,2,7362.0,1907,5455.0,0.693,4065,65,0.711,0.259
714566133,Existing Customer,60,F,2,1.0,Married,0.0,0.0,36,1,2,2,3239.0,2356,883.0,0.621,4621,91,0.75,0.727
714451833,Existing Customer,45,F,1,2.0,Single,0.0,0.0,36,6,2,2,1438.3,0,1438.3,0.597,1431,34,0.545,0.0
789973308,Existing Customer,44,M,1,1.0,Single,1.0,0.0,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079
720532908,Existing Customer,36,F,2,0.0,Divorced,1.0,0.0,20,4,3,2,9735.0,1245,8490.0,1.079,2967,80,0.739,0.128
717167283,Existing Customer,49,F,5,0.0,Divorced,0.0,0.0,36,4,1,4,9165.0,0,9165.0,0.597,1846,56,0.647,0.0
711679533,Existing Customer,54,M,2,2.0,Divorced,3.0,0.0,43,3,2,2,5569.0,968,4601.0,0.949,2600,60,0.714,0.174
708446808,Existing Customer,33,M,1,2.0,Married,2.0,0.0,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461
787849833,Existing Customer,49,M,2,0.0,Married,2.0,0.0,40,4,2,0,13490.0,1672,11818.0,0.799,4205,75,0.415,0.124
716977758,Attrited Customer,44,F,3,0.0,Married,0.0,0.0,36,2,3,1,3675.0,2517,1158.0,0.766,1913,35,0.667,0.685
715435758,Existing Customer,42,M,2,1.0,Single,2.0,0.0,36,3,1,3,3046.0,1231,1815.0,0.692,4711,77,0.878,0.404
710456658,Existing Customer,50,F,4,1.0,Married,0.0,0.0,31,4,2,1,2080.0,1799,281.0,0.651,5130,82,0.864,0.865
709321908,Attrited Customer,47,M,3,0.0,Single,2.0,0.0,29,2,2,3,7498.0,2319,5179.0,0.484,1676,51,0.759,0.309
710884683,Existing Customer,48,M,4,1.0,Married,2.0,1.0,40,6,2,5,34516.0,807,33709.0,0.967,3937,80,1.051,0.023
782802033,Attrited Customer,45,F,4,0.0,Married,0.0,0.0,39,3,2,2,3411.0,1472,1939.0,0.585,2108,55,0.618,0.432
717140733,Existing Customer,52,F,1,1.0,Single,0.0,0.0,36,1,3,3,6616.0,831,5785.0,0.707,9065,85,0.735,0.126
712927383,Attrited Customer,51,F,2,0.0,Single,0.0,0.0,36,3,3,3,1438.3,642,796.3,0.405,1939,49,0.4,0.446
772095858,Existing Customer,38,F,2,1.0,Single,0.0,0.0,27,4,2,3,13429.0,1246,12183.0,1.055,3929,66,0.737,0.093
716136333,Attrited Customer,40,F,4,0.0,Single,0.0,0.0,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598
720352533,Existing Customer,43,M,3,0.0,Single,1.0,0.0,36,5,3,3,20811.0,1425,19386.0,0.382,1483,38,0.52,0.068
709398708,Existing Customer,40,M,3,0.0,Divorced,1.0,0.0,36,3,1,2,16268.0,2517,13751.0,0.652,15925,124,0.824,0.155
804583833,Existing Customer,56,F,2,0.0,Married,0.0,0.0,51,4,1,3,1796.0,1243,553.0,0.768,4316,87,0.891,0.692
716341833,Existing Customer,53,F,3,1.0,Married,0.0,0.0,44,6,2,3,4646.0,1730,2916.0,0.683,1774,37,0.85,0.372
709245783,Existing Customer,44,F,3,1.0,Married,0.0,0.0,27,5,1,1,7751.0,1965,5786.0,0.782,4543,90,0.731,0.254
720788883,Existing Customer,58,F,0,0.0,Divorced,0.0,0.0,36,1,2,3,3736.0,2209,1527.0,0.98,15886,118,0.662,0.591
719881533,Attrited Customer,46,M,2,1.0,Married,1.0,1.0,34,5,3,4,16547.0,0,16547.0,0.242,1561,41,0.367,0.0
802449933,Existing Customer,29,M,1,0.0,Married,1.0,0.0,23,1,3,1,8147.0,1750,6397.0,0.751,14912,114,0.869,0.215
713436183,Existing Customer,42,F,3,0.0,Married,1.0,0.0,29,4,3,2,5640.0,0,5640.0,0.77,4739,80,0.86,0.0
714038433,Existing Customer,37,F,5,0.0,Single,1.0,0.0,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611
714779733,Existing Customer,44,M,4,0.0,Single,1.0,0.0,36,3,1,4,10998.0,1586,9412.0,0.907,2237,33,0.435,0.144
803833608,Existing Customer,40,M,3,0.0,Single,1.0,1.0,33,4,1,3,21308.0,564,20744.0,0.448,1322,38,0.652,0.026
803652633,Existing Customer,47,F,2,0.0,Single,0.0,0.0,41,4,2,2,2092.0,1575,517.0,0.838,5124,70,0.522,0.753
765847383,Existing Customer,50,M,1,1.0,Married,3.0,0.0,43,4,5,3,20958.0,0,20958.0,0.769,4425,78,0.696,0.0
788794758,Attrited Customer,46,M,4,1.0,Single,1.0,0.0,28,2,2,4,2979.0,0,2979.0,0.644,2061,38,0.462,0.0
711327558,Existing Customer,38,M,2,0.0,Married,1.0,0.0,36,3,3,1,2801.0,1980,821.0,0.882,1600,45,0.406,0.707
715358283,Existing Customer,57,F,2,0.0,Married,0.0,0.0,46,2,3,2,2129.0,1139,990.0,1.025,4509,73,0.825,0.535
768965208,Existing Customer,51,F,1,1.0,Married,1.0,0.0,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128
716156508,Existing Customer,52,M,2,0.0,Single,1.0,0.0,36,3,1,3,1470.0,0,1470.0,0.64,4095,63,0.75,0.0
710773533,Existing Customer,43,F,3,2.0,Married,0.0,0.0,35,5,3,3,2435.0,1595,840.0,0.691,5268,88,0.66,0.655
714932658,Existing Customer,42,F,4,1.0,Single,0.0,0.0,34,5,3,2,15449.0,0,15449.0,0.783,4098,81,0.588,0.0
715443708,Existing Customer,53,M,1,0.0,Married,3.0,0.0,45,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138
716151858,Existing Customer,46,M,3,0.0,Single,2.0,0.0,36,5,1,3,12932.0,1893,11039.0,0.804,15372,97,0.796,0.146
708971583,Existing Customer,38,F,2,0.0,Single,0.0,0.0,29,3,3,2,3590.0,1924,1666.0,0.573,1472,37,0.762,0.536
772472208,Existing Customer,50,M,1,0.0,Married,1.0,0.0,40,6,1,4,4092.0,996,3096.0,0.644,2298,48,0.655,0.243
708128733,Existing Customer,50,F,3,2.0,Single,0.0,0.0,36,5,4,3,1814.0,0,1814.0,0.852,5014,99,0.623,0.0
710839308,Existing Customer,34,F,2,0.0,Single,0.0,0.0,21,6,1,3,5015.0,1671,3344.0,0.689,3161,77,0.878,0.333
